id;name;price;core_count;core_clock;boost_clock;tdp;graphics;smt;socket
1011;Core i7-940;;4;2.93;;130;;t;LGA 1366
1732;Core i7-920;90;4;2.66;;130;;t;LGA 1366
1810;Core i7-950;100;4;3.06;;130;;t;LGA 1366
1841;Core i7-960;220;4;3.2;;130;;t;LGA 1366
1901;Core i7-980;356.02;6;3.333;;130;;t;LGA 1366
1964;Core i7-930;198.73;4;2.8;;130;;t;LGA 1366
2060;Core i7-940;149.94;4;2.93;;130;;t;LGA 1366
2080;Core i7-970;;6;3.2;;130;;t;LGA 1366
2120;Core i7-930;;4;2.8;;130;;t;LGA 1366
2223;Core i7-920;;4;2.66;;130;;t;LGA 1366
2384;Core i7-940;;4;2.93;;130;;t;LGA 1366
562;Core 2 Extreme QX9775;1298;4;3.2;;150;;f;LGA 1366
1331;Core 2 Extreme QX9775;;4;3.2;;150;;f;LGA 1366
1332;Core 2 Extreme QX9775;;4;3.2;;150;;f;LGA 1366
1333;Core 2 Extreme QX9775;;4;3.2;;150;;f;LGA 1366
1935;Core 2 Extreme QX9775;1298;4;3.2;;150;;f;771
2704;Core 2 Extreme QX9775;;4;3.2;;150;;f;771
2705;Core 2 Extreme QX9775;;4;3.2;;150;;f;771
2706;Core 2 Extreme QX9775;;4;3.2;;150;;f;771
1088;Celeron E3200;;2;2.4;;65;;f;771
1800;Core 2 Duo E7500;99.63;2;2.93;;65;;f;771
65;Celeron E1400;14;2;2;;65;;f;771
232;Core 2 Duo E8400;27.55;2;3;;65;;f;771
248;Celeron 420;75.44;1;1.6;;35;;f;LGA 775
261;Pentium E5700;19.98;2;3;;65;;f;LGA 775
273;Celeron E3500;14.99;2;2.7;;65;;f;LGA 775
351;Core 2 Quad Q9550;52.55;4;2.83;;95;;f;LGA 775
355;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
386;Core 2 Quad Q9300;42.6;4;2.5;;95;;f;LGA 775
411;Core 2 Quad Q9650;;4;3;;95;;f;LGA 775
418;Celeron E3400;18.98;2;2.6;;65;;f;LGA 775
427;Core 2 Duo E7500;99.63;2;2.93;;65;;f;LGA 775
442;Celeron 440;29.98;1;2;;35;;f;LGA 775
471;Core 2 Extreme QX9770;;4;3.2;;136;;f;LGA 775
473;Core 2 Extreme QX9650;152.52;4;3;;130;;f;LGA 775
527;Core 2 Duo E6400;35;2;2.13;;65;;f;LGA 775
530;Pentium E5400;;2;2.7;;65;;f;LGA 775
558;Core 2 Quad Q9300;172;4;2.5;;95;;f;LGA 775
565;Pentium E6600;50;2;3.06;;65;;f;LGA 775
567;Celeron 440;49.99;1;2;;35;;f;LGA 775
587;Core 2 Quad Q9550S;;4;2.83;;65;;f;LGA 775
593;Core 2 Quad Q9400;;4;2.66;;95;;f;LGA 775
602;Core 2 Quad Q9550;165.51;4;2.83;;95;;f;LGA 775
609;Core 2 Duo E7300;38.19;2;2.66;;65;;f;LGA 775
636;Core 2 Duo E8600;;2;3.33;;65;;f;LGA 775
670;Pentium E5300;59.49;2;2.6;;65;;f;LGA 775
701;Pentium E5800;58;2;3.2;;65;;f;LGA 775
724;Core 2 Duo E6750;89.95;2;2.66;;65;;f;LGA 775
725;Pentium E6800;;2;3.333;;65;;f;LGA 775
746;Celeron E3400;;2;2.6;;65;;f;LGA 775
748;Core 2 Extreme QX6700;;4;2.66;;100;;f;LGA 775
766;Core 2 Duo E6320;;2;1.86;;65;;f;LGA 775
768;Core 2 Quad Q8400;155.97;4;2.66;;95;;f;LGA 775
783;Core 2 Duo E4300;;2;1.8;;65;;f;LGA 775
784;Core 2 Duo E4500;;2;2.2;;65;;f;LGA 775
810;Core 2 Duo E7400;;2;2.8;;65;;f;LGA 775
834;Core 2 Quad Q9400;;4;2.66;;95;;f;LGA 775
844;Celeron E1200;;2;1.6;;65;;f;LGA 775
846;Core 2 Duo E4400;108;2;2;;65;;f;LGA 775
847;Pentium E5200;;2;2.5;;65;;f;LGA 775
848;Core 2 Duo E6550;89.95;2;2.33;;65;;f;LGA 775
849;Core 2 Duo E6700;74.95;2;2.66;;65;;f;LGA 775
877;Core 2 Duo E8400;168.14;2;3;;65;;f;LGA 775
883;Celeron E1600;;2;2.4;;65;;f;LGA 775
885;Core 2 Duo E8600;;2;3.33;;65;;f;LGA 775
887;Core 2 Quad Q9650;;4;3;;95;;f;LGA 775
909;Core 2 Duo E4300;70;2;1.8;;65;;f;LGA 775
915;Core 2 Duo E7600;;2;3.06;;65;;f;LGA 775
916;Core 2 Quad Q6700;;4;2.66;;100;;f;LGA 775
917;Core 2 Quad Q9550S;;4;2.83;;65;;f;LGA 775
918;Core 2 Extreme QX6850;;4;3;;130;;f;LGA 775
940;Celeron E3300;64.79;2;2.5;;65;;f;LGA 775
947;Celeron 430;59.95;1;1.8;;35;;f;LGA 775
948;Celeron 430;59.95;1;1.8;;35;;f;LGA 775
954;Core 2 Duo E4600;;2;2.4;;65;;f;LGA 775
955;Core 2 Duo E7500;;2;2.93;;65;;f;LGA 775
956;Core 2 Duo E7600;98.95;2;3.06;;65;;f;LGA 775
957;Core 2 Duo E8300;99.95;2;2.83;;65;;f;LGA 775
958;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
959;Core 2 Quad Q8200;;4;2.33;;95;;f;LGA 775
960;Core 2 Quad Q8300;;4;2.5;;95;;f;LGA 775
996;Celeron 420;;1;1.6;;35;;f;LGA 775
1004;Celeron E1400;;2;2;;65;;f;LGA 775
1005;Core 2 Duo E6420;69.95;2;2.13;;65;;f;LGA 775
1006;Core 2 Duo E6700;;2;2.66;;65;;f;LGA 775
1007;Core 2 Duo E6750;;2;2.66;;65;;f;LGA 775
1008;Core 2 Duo E8200;;2;2.66;;65;;f;LGA 775
1012;Core 2 Quad Q9505;;4;2.83;;95;;f;LGA 775
1013;Core 2 Extreme QX6700;;4;2.66;;100;;f;LGA 775
1086;Celeron E1200;;2;1.6;;65;;f;LGA 775
1089;Core 2 Duo E4400;;2;2;;65;;f;LGA 775
1090;Core 2 Duo E4600;98.95;2;2.4;;65;;f;LGA 775
1091;Pentium E6500;90.66;2;2.93;;65;;f;LGA 775
1092;Core 2 Duo E6850;;2;3;;65;;f;LGA 775
1093;Core 2 Duo E6850;89.95;2;3;;65;;f;LGA 775
1094;Core 2 Duo E7200;80.98;2;2.53;;65;;f;LGA 775
1095;Core 2 Duo E7300;;2;2.66;;65;;f;LGA 775
1096;Core 2 Duo E8400;;2;3;;65;;f;LGA 775
1100;Core 2 Quad Q8200;;4;2.33;;95;;f;LGA 775
1101;Core 2 Quad Q8200S;;4;2.33;;65;;f;LGA 775
1102;Core 2 Quad Q9505;;4;2.83;;95;;f;LGA 775
1103;Core 2 Quad Q9550;;4;2.83;;95;;f;LGA 775
1104;Core 2 Extreme QX9770;;4;3.2;;136;;f;LGA 775
1105;Core 2 Extreme X6800;;2;2.93;;75;;f;LGA 775
1176;Celeron 430;;1;1.8;;35;;f;LGA 775
1189;Celeron E1500;;2;2.2;;65;;f;LGA 775
1190;Celeron E1500;;2;2.2;;65;;f;LGA 775
1195;Celeron E3200;;2;2.4;;65;;f;LGA 775
1196;Celeron E3300;;2;2.5;;65;;f;LGA 775
1197;Core 2 Duo E4500;;2;2.2;;65;;f;LGA 775
1198;Pentium E5300;79.4;2;2.6;;65;;f;LGA 775
1199;Pentium E5300;79.4;2;2.6;;65;;f;LGA 775
1200;Pentium E5500;;2;2.8;;65;;f;LGA 775
1201;Pentium E6300;;2;2.8;;65;;f;LGA 775
1202;Core 2 Duo E6320;89.95;2;1.86;;65;;f;LGA 775
1203;Core 2 Duo E6400;89.95;2;2.13;;65;;f;LGA 775
1204;Core 2 Duo E6420;;2;2.13;;65;;f;LGA 775
1205;Core 2 Duo E6550;;2;2.33;;65;;f;LGA 775
1206;Pentium E6600;;2;3.06;;65;;f;LGA 775
1207;Core 2 Duo E6700;;2;2.66;;65;;f;LGA 775
1208;Core 2 Duo E7400;;2;2.8;;65;;f;LGA 775
1209;Core 2 Duo E7400;;2;2.8;;65;;f;LGA 775
1210;Core 2 Duo E8400;;2;3;;65;;f;LGA 775
1211;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
1213;Core 2 Quad Q6700;;4;2.66;;100;;f;LGA 775
1214;Core 2 Quad Q8300;;4;2.5;;95;;f;LGA 775
1215;Core 2 Quad Q8300;;4;2.5;;95;;f;LGA 775
1216;Core 2 Quad Q8400;;4;2.66;;95;;f;LGA 775
1217;Core 2 Quad Q8400S;;4;2.66;;65;;f;LGA 775
1218;Core 2 Quad Q9450;;4;2.66;;95;;f;LGA 775
1219;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
1220;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
1293;Celeron 450;;1;2.2;;35;;f;LGA 775
1303;Celeron E1600;;2;2.4;;65;;f;LGA 775
1306;Pentium E5400;;2;2.7;;65;;f;LGA 775
1307;Pentium E5400;;2;2.7;;65;;f;LGA 775
1308;Pentium E6300;;2;2.8;;65;;f;LGA 775
1309;Core 2 Duo E6400;;2;2.13;;65;;f;LGA 775
1310;Pentium E6500;;2;2.93;;65;;f;LGA 775
1312;Core 2 Duo E6550;;2;2.33;;65;;f;LGA 775
1313;Core 2 Duo E7200;;2;2.53;;65;;f;LGA 775
1314;Core 2 Duo E7500;;2;2.93;;65;;f;LGA 775
1315;Core 2 Duo E8190;;2;2.66;;65;;f;LGA 775
1316;Core 2 Duo E8200;;2;2.66;;65;;f;LGA 775
1317;Core 2 Duo E8200;;2;2.66;;65;;f;LGA 775
1318;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
1320;Core 2 Quad Q8200;;4;2.33;;95;;f;LGA 775
1321;Core 2 Quad Q8200S;;4;2.33;;65;;f;LGA 775
1322;Core 2 Quad Q8400S;;4;2.66;;65;;f;LGA 775
1323;Core 2 Quad Q9400S;;4;2.66;;65;;f;LGA 775
1324;Core 2 Quad Q9400S;;4;2.66;;65;;f;LGA 775
1325;Core 2 Quad Q9450;;4;2.66;;95;;f;LGA 775
1327;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
1328;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
1329;Core 2 Extreme QX6850;;4;3;;130;;f;LGA 775
1330;Core 2 Extreme QX9650;;4;3;;130;;f;LGA 775
1334;Core 2 Extreme X6800;;2;2.93;;75;;f;LGA 775
1337;Pentium E5500;;2;2.8;;65;;f;LGA 775
1338;Pentium E6700;;2;3.2;;65;;f;LGA 775
1438;Celeron E1400;14;2;2;;65;;f;LGA 775
1605;Core 2 Duo E8400;27.55;2;3;;65;;f;LGA 775
1621;Celeron 420;75.44;1;1.6;;35;;f;LGA 775
1634;Pentium E5700;19.98;2;3;;65;;f;LGA 775
1646;Celeron E3500;14.99;2;2.7;;65;;f;LGA 775
1724;Core 2 Quad Q9550;52.55;4;2.83;;95;;f;LGA 775
1728;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
1759;Core 2 Quad Q9300;42.6;4;2.5;;95;;f;LGA 775
1784;Core 2 Quad Q9650;;4;3;;95;;f;LGA 775
1791;Celeron E3400;18.98;2;2.6;;65;;f;LGA 775
1815;Celeron 440;29.98;1;2;;35;;f;LGA 775
1844;Core 2 Extreme QX9770;;4;3.2;;136;;f;LGA 775
1846;Core 2 Extreme QX9650;152.52;4;3;;130;;f;LGA 775
1900;Core 2 Duo E6400;35;2;2.13;;65;;f;LGA 775
1903;Pentium E5400;;2;2.7;;65;;f;LGA 775
1931;Core 2 Quad Q9300;172;4;2.5;;95;;f;LGA 775
1938;Pentium E6600;50;2;3.06;;65;;f;LGA 775
1940;Celeron 440;49.99;1;2;;35;;f;LGA 775
1960;Core 2 Quad Q9550S;;4;2.83;;65;;f;LGA 775
1966;Core 2 Quad Q9400;;4;2.66;;95;;f;LGA 775
1975;Core 2 Quad Q9550;165.51;4;2.83;;95;;f;LGA 775
1982;Core 2 Duo E7300;38.19;2;2.66;;65;;f;LGA 775
1984;Celeron 420;;1;1.6;;35;;f;LGA 775
2009;Core 2 Duo E8600;;2;3.33;;65;;f;LGA 775
2043;Pentium E5300;59.49;2;2.6;;65;;f;LGA 775
2074;Pentium E5800;58;2;3.2;;65;;f;LGA 775
2097;Core 2 Duo E6750;89.95;2;2.66;;65;;f;LGA 775
2098;Pentium E6800;;2;3.333;;65;;f;LGA 775
2119;Celeron E3400;;2;2.6;;65;;f;LGA 775
2121;Core 2 Extreme QX6700;;4;2.66;;100;;f;LGA 775
2139;Core 2 Duo E6320;;2;1.86;;65;;f;LGA 775
2141;Core 2 Quad Q8400;155.97;4;2.66;;95;;f;LGA 775
2156;Core 2 Duo E4300;;2;1.8;;65;;f;LGA 775
2157;Core 2 Duo E4500;;2;2.2;;65;;f;LGA 775
2183;Core 2 Duo E7400;;2;2.8;;65;;f;LGA 775
2207;Core 2 Quad Q9400;;4;2.66;;95;;f;LGA 775
2217;Celeron E1200;;2;1.6;;65;;f;LGA 775
2219;Core 2 Duo E4400;108;2;2;;65;;f;LGA 775
2220;Pentium E5200;;2;2.5;;65;;f;LGA 775
2221;Core 2 Duo E6550;89.95;2;2.33;;65;;f;LGA 775
2222;Core 2 Duo E6700;74.95;2;2.66;;65;;f;LGA 775
2250;Core 2 Duo E8400;168.14;2;3;;65;;f;LGA 775
2256;Celeron E1600;;2;2.4;;65;;f;LGA 775
2258;Core 2 Duo E8600;;2;3.33;;65;;f;LGA 775
2260;Core 2 Quad Q9650;;4;3;;95;;f;LGA 775
2282;Core 2 Duo E4300;70;2;1.8;;65;;f;LGA 775
2288;Core 2 Duo E7600;;2;3.06;;65;;f;LGA 775
2289;Core 2 Quad Q6700;;4;2.66;;100;;f;LGA 775
2290;Core 2 Quad Q9550S;;4;2.83;;65;;f;LGA 775
2291;Core 2 Extreme QX6850;;4;3;;130;;f;LGA 775
2313;Celeron E3300;64.79;2;2.5;;65;;f;LGA 775
2320;Celeron 430;59.95;1;1.8;;35;;f;LGA 775
2321;Celeron 430;59.95;1;1.8;;35;;f;LGA 775
2327;Core 2 Duo E4600;;2;2.4;;65;;f;LGA 775
2328;Core 2 Duo E7500;;2;2.93;;65;;f;LGA 775
2329;Core 2 Duo E7600;98.95;2;3.06;;65;;f;LGA 775
2330;Core 2 Duo E8300;99.95;2;2.83;;65;;f;LGA 775
2331;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
2332;Core 2 Quad Q8200;;4;2.33;;95;;f;LGA 775
2333;Core 2 Quad Q8300;;4;2.5;;95;;f;LGA 775
2369;Celeron 420;;1;1.6;;35;;f;LGA 775
2377;Celeron E1400;;2;2;;65;;f;LGA 775
2378;Core 2 Duo E6420;69.95;2;2.13;;65;;f;LGA 775
2379;Core 2 Duo E6700;;2;2.66;;65;;f;LGA 775
2380;Core 2 Duo E6750;;2;2.66;;65;;f;LGA 775
2381;Core 2 Duo E8200;;2;2.66;;65;;f;LGA 775
2385;Core 2 Quad Q9505;;4;2.83;;95;;f;LGA 775
2386;Core 2 Extreme QX6700;;4;2.66;;100;;f;LGA 775
2459;Celeron E1200;;2;1.6;;65;;f;LGA 775
2461;Celeron E3200;;2;2.4;;65;;f;LGA 775
2462;Core 2 Duo E4400;;2;2;;65;;f;LGA 775
2463;Core 2 Duo E4600;98.95;2;2.4;;65;;f;LGA 775
2464;Pentium E6500;90.66;2;2.93;;65;;f;LGA 775
2465;Core 2 Duo E6850;;2;3;;65;;f;LGA 775
2466;Core 2 Duo E6850;89.95;2;3;;65;;f;LGA 775
2467;Core 2 Duo E7200;80.98;2;2.53;;65;;f;LGA 775
2468;Core 2 Duo E7300;;2;2.66;;65;;f;LGA 775
2469;Core 2 Duo E8400;;2;3;;65;;f;LGA 775
2473;Core 2 Quad Q8200;;4;2.33;;95;;f;LGA 775
2474;Core 2 Quad Q8200S;;4;2.33;;65;;f;LGA 775
2475;Core 2 Quad Q9505;;4;2.83;;95;;f;LGA 775
2476;Core 2 Quad Q9550;;4;2.83;;95;;f;LGA 775
2477;Core 2 Extreme QX9770;;4;3.2;;136;;f;LGA 775
2478;Core 2 Extreme X6800;;2;2.93;;75;;f;LGA 775
2549;Celeron 430;;1;1.8;;35;;f;LGA 775
2562;Celeron E1500;;2;2.2;;65;;f;LGA 775
2563;Celeron E1500;;2;2.2;;65;;f;LGA 775
2568;Celeron E3200;;2;2.4;;65;;f;LGA 775
2569;Celeron E3300;;2;2.5;;65;;f;LGA 775
2570;Core 2 Duo E4500;;2;2.2;;65;;f;LGA 775
2571;Pentium E5300;79.4;2;2.6;;65;;f;LGA 775
2572;Pentium E5300;79.4;2;2.6;;65;;f;LGA 775
2573;Pentium E5500;;2;2.8;;65;;f;LGA 775
2574;Pentium E6300;;2;2.8;;65;;f;LGA 775
2575;Core 2 Duo E6320;89.95;2;1.86;;65;;f;LGA 775
2576;Core 2 Duo E6400;89.95;2;2.13;;65;;f;LGA 775
2577;Core 2 Duo E6420;;2;2.13;;65;;f;LGA 775
2578;Core 2 Duo E6550;;2;2.33;;65;;f;LGA 775
2579;Pentium E6600;;2;3.06;;65;;f;LGA 775
2580;Core 2 Duo E6700;;2;2.66;;65;;f;LGA 775
2581;Core 2 Duo E7400;;2;2.8;;65;;f;LGA 775
2582;Core 2 Duo E7400;;2;2.8;;65;;f;LGA 775
2583;Core 2 Duo E8400;;2;3;;65;;f;LGA 775
2584;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
2586;Core 2 Quad Q6700;;4;2.66;;100;;f;LGA 775
2587;Core 2 Quad Q8300;;4;2.5;;95;;f;LGA 775
2588;Core 2 Quad Q8300;;4;2.5;;95;;f;LGA 775
2589;Core 2 Quad Q8400;;4;2.66;;95;;f;LGA 775
2590;Core 2 Quad Q8400S;;4;2.66;;65;;f;LGA 775
2591;Core 2 Quad Q9450;;4;2.66;;95;;f;LGA 775
2592;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
2593;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
2666;Celeron 450;;1;2.2;;35;;f;LGA 775
2679;Pentium E5400;;2;2.7;;65;;f;LGA 775
2680;Pentium E5400;;2;2.7;;65;;f;LGA 775
2681;Pentium E6300;;2;2.8;;65;;f;LGA 775
2682;Core 2 Duo E6400;;2;2.13;;65;;f;LGA 775
2683;Pentium E6500;;2;2.93;;65;;f;LGA 775
2685;Core 2 Duo E6550;;2;2.33;;65;;f;LGA 775
2686;Core 2 Duo E7200;;2;2.53;;65;;f;LGA 775
2687;Core 2 Duo E7500;;2;2.93;;65;;f;LGA 775
2688;Core 2 Duo E8190;;2;2.66;;65;;f;LGA 775
2689;Core 2 Duo E8200;;2;2.66;;65;;f;LGA 775
2690;Core 2 Duo E8200;;2;2.66;;65;;f;LGA 775
2691;Core 2 Duo E8500;;2;3.16;;65;;f;LGA 775
2693;Core 2 Quad Q8200;;4;2.33;;95;;f;LGA 775
2694;Core 2 Quad Q8200S;;4;2.33;;65;;f;LGA 775
2695;Core 2 Quad Q8400S;;4;2.66;;65;;f;LGA 775
2696;Core 2 Quad Q9400S;;4;2.66;;65;;f;LGA 775
2697;Core 2 Quad Q9400S;;4;2.66;;65;;f;LGA 775
2698;Core 2 Quad Q9450;;4;2.66;;95;;f;LGA 775
2700;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
2701;Core 2 Extreme QX6800;;4;2.93;;100;;f;LGA 775
2702;Core 2 Extreme QX6850;;4;3;;130;;f;LGA 775
2703;Core 2 Extreme QX9650;;4;3;;130;;f;LGA 775
2707;Core 2 Extreme X6800;;2;2.93;;75;;f;LGA 775
2710;Pentium E5500;;2;2.8;;65;;f;LGA 775
2711;Pentium E6700;;2;3.2;;65;;f;LGA 775
611;Celeron 420;;1;1.6;;35;;f;LGA 775
1886;FX-6350;;6;3.9;;125;;f;LGA 775
2295;Xeon E3-1240;;4;3.3;;80;;t;LGA 775
2676;Celeron E1600;;2;2.4;;65;;f;LGA 775
42;Ryzen 5 7500F;;6;3.7;5;65;;t;AM3+
62;Threadripper 3970X;1675;32;3.7;4.5;280;;t;LGA 1155
111;Threadripper 3960X;1244.02;24;3.8;4.5;280;;t;LGA 775
114;Ryzen 5 1600 (14nm);256.07;6;3.2;3.6;65;;t;AM5
127;Ryzen 5 1600 (12nm);120;6;3.2;3.6;65;;t;test
131;Xeon E5-2699 V4;190;22;2.2;3.6;145;;t;test
142;Ryzen 7 5700;;8;3.7;4.6;65;;t;test
146;Xeon E5-2630 V2;;6;2.6;3.1;80;;t;test
161;Xeon E5-2680 V4;1975;14;2.4;3.3;120;;t;test
177;Ryzen 3 1200 (14nm);105;4;3.1;3.4;65;;f;test
184;Threadripper 1900X;109.99;8;3.8;4;180;;t;test
193;Athlon 3000G (14nm);;2;3.5;;35;Radeon Vega 3;t;test
200;Threadripper 2990WX;2500;32;3;4.2;250;;t;test
205;300;88.1;2;3.9;;46;UHD Graphics 710;t;test
211;Xeon E5-2683 V4;1998.95;16;2.1;3;120;;t;test
216;Threadripper 1920X;270;12;3.5;4;180;;t;test
259;FX-8320;175;8;3.5;;125;;f;test
235;Threadripper 1950X;914.29;16;3.4;4;180;;t;test
236;Xeon E5-2650 V4;;12;2.2;2.9;105;;t;test
240;Celeron G4930;48.75;2;3.2;;54;UHD Graphics 610;f;AM3+
243;2650;84.71;2;1.45;;25;Radeon HD 8240;f;test
249;Threadripper 2950X;1075;16;3.5;4.4;180;;t;test
267;Xeon E5-1650 V4;84.94;6;3.6;4;140;;t;test
275;Core i9-9900K (Standard Folding Box);406.96;8;3.6;5;95;UHD Graphics 630;t;test
282;Ryzen 3 1200 (12nm);105;4;3.1;3.4;65;;f;test
287;Xeon E5-2683 V4;189.95;16;2.1;3;120;;t;test
288;Core i9-10850KA Avengers Limited Edition;;10;3.6;5.2;125;UHD Graphics 630;t;test
298;Celeron G5905;;2;3.5;;58;UHD Graphics 610;f;test
299;Threadripper 2970WX;1099.99;24;3;4.2;250;;t;test
303;Threadripper 2920X;707.8;12;3.5;4.3;180;;t;test
309;Xeon E5-2697 V4;;18;2.3;3.6;145;;t;test
316;5350;;4;2.05;;25;Radeon HD 8400;f;test
330;Xeon E5-2687W V4;1900.16;12;3;3.5;160;;t;test
337;Core i7-980X Extreme Edition;153.64;6;3.33;;130;;t;test
338;Xeon E5-2690 V4;1025.58;14;2.6;3.5;135;;t;test
341;Xeon E5-2697 V2;;12;2.7;3.5;130;;t;test
346;Ryzen 9 3900;;12;3.1;;65;;t;test
360;Core 2 Quad Q6600;;4;2.4;;100;;f;test
361;Xeon E3-1231 V3;;4;3.4;3.8;80;;t;test
364;Core i7-4960X Extreme Edition;775.04;6;3.6;4;130;;t;test
366;Xeon E5-2695 V2;189;12;2.4;3.2;115;;t;test
374;Xeon E5-2630 V4;335.07;10;2.2;3.1;85;;t;test
375;Xeon E5-2650 V2;185;8;2.6;3.4;95;;t;test
381;Pentium E2220;19.98;2;2.4;;65;;f;test
385;Xeon E5-2698 V4;;20;2.2;3.6;135;;t;test
391;Core i5-6402P;80;4;2.8;3.4;65;HD Graphics 510;f;test
397;Xeon E5-2660 V4;399;14;2;3.2;105;;t;test
401;Core i5-9500T;;6;2.2;3.7;35;UHD Graphics 630;f;test
404;Celeron G4900T;59.95;2;1.8;;35;UHD Graphics 610;f;test
405;Phenom II X4 965 Black;;4;3.4;;125;;f;test
410;Core i5-6500T;;4;2.5;3.1;35;HD Graphics 530;f;test
430;Xeon E5-1630 V4;229.95;4;3.7;4;140;;t;test
431;Phenom II X6 1090T Black;;6;3.2;;125;;f;test
436;Core i7-10700K Avengers Collector's Edition;741;8;3.8;5.1;125;UHD Graphics 630;t;test
438;Athlon II 160u;;1;1.8;;20;;f;test
441;Xeon E5-2620 V4;429.95;8;2.1;3;85;;t;test
444;Xeon E5-1660 V2;1129;6;3.7;4;130;;t;test
450;Xeon E-2176G;643.62;6;3.7;4.7;80;HD Graphics P630;t;test
453;Celeron G5925;53.99;2;3.6;;58;UHD Graphics 610;f;test
454;Xeon E3-1230 V2;271.85;4;3.3;;69;;t;test
455;Xeon E3-1240L V5;;4;2.1;3.2;25;;t;test
458;Core i7-3970X Extreme Edition;;6;3.5;;150;;t;test
470;Xeon E3-1270 V3;420;4;3.5;3.9;80;;t;test
472;Xeon E5-2695 V4;;18;2.1;3.3;120;;t;test
475;Athlon X2 370K;;2;4.2;;65;;f;test
485;A10-7860k;;4;3.6;4;65;Radeon R7 (on-die);f;test
488;Xeon E3-1245 V5;474.39;4;3.5;3.9;80;HD Graphics P530;t;test
489;Xeon E5-1620 V4;148.94;4;3.5;3.8;140;;t;test
492;Athlon 3000G (14nm);;2;3.5;;35;Radeon Vega 3;t;test
503;Core i7-3960X Extreme Edition;295.16;6;3.3;;130;;t;test
508;Xeon E5-2640 V4;;10;2.4;3.4;90;;t;test
512;Xeon E3-1230 V3;315.86;4;3.3;3.7;80;;t;test
515;Xeon E5-2690 V2;;10;3;3.6;130;;t;test
517;Phenom II X6 1100T Black;;6;3.3;;125;;f;test
526;Threadripper 2990WX;;32;3;4.2;250;;t;test
546;Core i3-9100T;;4;3.1;3.7;35;UHD Graphics 630;f;test
551;Core i7-990X Extreme Edition;;6;3.467;;130;;t;test
553;Core i7-9700T;;8;2;4.3;35;HD Graphics 630;f;test
564;Xeon E3-1220 V3;103.6;4;3.1;3.5;80;;f;test
566;Xeon E5-1650 V2;229.95;6;3.5;3.9;130;;t;test
571;Xeon E5-2680 V2;;10;2.8;3.6;115;;t;test
574;Ryzen 3 1200 (12nm);;4;3.1;3.4;65;;f;test
579;Pentium Gold G5420;;2;3.8;;54;UHD Graphics 610;t;test
584;Xeon E5-2687W;;8;3.1;3.8;150;;t;test
586;Phenom II X4 955 Black;;4;3.2;;125;;f;test
589;Xeon E3-1275 V3;;4;3.5;3.9;84;HD Graphics P4600;t;test
594;Xeon E5-2687W V2;;8;3.4;4;150;;t;test
598;Core i9-9900T;;8;2.1;4.4;35;UHD Graphics 630;t;test
601;Xeon E-2288G;;8;3.7;5;95;HD Graphics P630;t;test
604;3850;;4;1.3;;25;Radeon HD 8280;f;test
613;Pentium E2160;49;2;1.8;;65;;f;test
620;Pentium Gold G5400T;79.95;2;3.1;;35;UHD Graphics 610;t;test
621;Xeon E3-1245 V6;555.48;4;3.7;4.1;73;HD Graphics P630;t;test
622;Xeon E5-1620 V2;;4;3.7;3.9;130;;t;test
626;Xeon E5-1650 V4;;6;3.6;4;140;;t;test
630;Xeon E3-1270 V6;725.37;4;3.8;4.2;72;;t;test
633;Xeon E-2286G;777.91;6;4;4.9;95;HD Graphics P630;t;test
634;Core i5-4690S;;4;3.2;3.9;65;HD Graphics 4600;f;test
635;Xeon E3-1270 V2;;4;3.5;;69;;t;test
641;Xeon E5-1620;;4;3.6;3.8;130;;t;test
649;Xeon E3-1245 V3;;4;3.4;3.8;84;HD Graphics P4600;t;test
653;Core i5-6400T;;4;2.2;2.8;35;HD Graphics 530;f;test
658;Xeon E3-1241 V3;298;4;3.5;3.9;80;;t;test
659;Xeon E5-2650L;129.94;8;1.8;2.3;70;;t;test
661;Xeon E5-2670 V2;;10;2.5;3.3;115;;t;test
663;Core i3-3245;60;2;3.4;;55;HD Graphics 4000;t;test
664;Xeon E5-2650L V2;;10;1.7;2.1;70;;t;test
666;Threadripper 2970WX;;24;3;4.2;250;;t;test
669;Xeon E5-2609 V4;293.37;8;1.7;;85;;f;test
671;Pentium E2140;79.95;2;1.6;;65;;f;test
673;Xeon E3-1275 V5;;4;3.6;4;80;HD Graphics P530;t;test
674;Xeon E3-1225 V5;265;4;3.3;3.7;80;HD Graphics P530;f;test
677;Phenom II X4 940 Black;;4;3;;125;;f;test
678;Xeon E3-1240 V2;345;4;3.4;;69;;t;test
